Vehicle_ID,Engine_Temperature,Vibration,Battery_Voltage,Engine_Load,RPM,Oil_Quality_Index,Mileage_km,Vehicle_Age_Years,Failure_Status
V2070,94.95,8.488,10.09,20.3,2699.0,89.1,85903.0,12.79,1
V2071,88.82,2.145,12.79,66.1,2622.0,88.8,3118.0,2.2,0
V2072,85.61,1.467,13.64,45.9,1961.0,76.9,24225.0,1.2,0
V2073,74.74,1.019,14.27,15.4,1467.0,60.9,73614.0,3.37,0
V2074,92.97,3.369,13.31,42.0,2640.0,74.1,87950.0,6.66,0
V2075,81.05,4.058,12.21,79.5,1730.0,72.6,67197.0,0.1,0
V2076,72.55,1.467,12.42,65.4,2846.0,68.4,16419.0,3.27,0
V2077,99.22,7.476,11.0,42.7,2410.0,85.3,31820.0,7.24,1
V2078,97.01,3.174,12.92,27.3,2103.0,67.8,60840.0,0.97,0
V2079,91.8,2.126,12.83,66.9,2419.0,83.1,7451.0,10.19,0
V2080,82.21,2.54,12.92,89.9,1224.0,80.0,40674.0,3.45,0
V2081,82.21,0.827,12.36,68.2,2940.0,53.4,57344.0,2.91,0
V2082,95.64,4.896,10.68,83.2,2095.0,100.0,85368.0,13.26,1
V2083,101.61,0.878,13.06,56.9,2283.0,83.7,5329.0,0.56,0
V2084,95.52,3.361,10.79,74.6,1912.0,51.1,18000.0,5.39,1
V2085,95.08,5.345,10.78,90.7,2115.0,53.4,35106.0,6.83,1
V2086,93.24,6.587,13.28,79.6,2999.0,98.8,54338.0,2.68,0
V2087,86.91,2.392,13.57,91.9,2065.0,77.7,58926.0,0.1,0
V2088,98.18,4.428,10.75,48.8,1991.0,83.4,13142.0,2.97,1
V2089,83.43,2.546,13.95,91.4,2542.0,80.8,629.0,0.67,0
V2090,84.43,3.041,13.42,65.9,2355.0,91.3,53261.0,3.31,0
V2091,94.01,,11.62,88.3,2977.0,92.0,107923.0,5.37,1
V2092,90.82,1.963,12.39,13.5,1192.0,61.8,71869.0,3.03,0
V2093,85.42,1.092,13.47,69.2,1970.0,82.5,43834.0,3.99,0
V2094,,11.45,11.14,86.3,1488.0,53.9,170882.0,0.44,1
V2095,84.35,2.551,12.61,25.7,2816.0,58.7,25542.0,0.41,0
V2096,85.63,0.965,13.47,69.6,1554.0,70.4,33505.0,7.61,0
V2097,69.01,1.949,12.92,84.2,2365.0,49.5,556.0,0.2,0
V2098,92.33,1.317,12.63,35.9,1547.0,63.3,131304.0,1.34,0
V2099,107.07,6.891,12.36,46.5,1950.0,42.4,39398.0,11.1,1
V2100,98.62,3.879,12.03,61.3,1702.0,,22302.0,2.46,1
V2101,61.83,1.553,12.82,56.7,2197.0,99.6,2051.0,4.49,0
V2102,113.74,6.788,11.5,13.5,3214.0,75.5,20253.0,1.0,1
V2103,83.88,1.829,13.24,18.9,1487.0,75.5,500.0,1.26,0
V2104,93.87,1.915,13.34,19.0,1631.0,69.6,17643.0,2.85,0
V2105,76.68,1.066,13.09,33.6,2498.0,89.7,136137.0,4.07,0
V2106,97.77,3.818,10.35,32.1,2124.0,74.2,7540.0,12.92,1
V2107,88.33,9.531,11.78,76.8,1564.0,58.5,35476.0,3.42,1
V2108,80.01,3.93,12.49,61.5,1964.0,77.5,9295.0,0.4,0
V2109,100.31,0.301,14.04,78.8,1443.0,98.3,68832.0,1.83,0
V2110,83.47,0.859,13.07,16.3,1955.0,53.6,37190.0,1.12,0
V2111,86.74,10.514999999999999,12.83,53.7,1714.0,60.9,10167.0,1.17,0
V2112,91.96,2.094,12.66,39.1,2355.0,73.4,90527.0,2.82,0
V2113,96.31,3.406,11.56,86.5,2522.0,69.7,68966.0,1.52,1
V2114,100.0,6.475,11.61,73.7,873.0,81.3,135995.0,1.37,1
V2115,87.92,1.535,11.9,88.2,2254.0,60.3,500.0,13.77,0
V2116,121.9,9.052,11.94,14.2,1048.0,67.1,27489.0,3.51,1
V2117,102.45,4.487,10.92,74.9,2203.0,75.8,300000.0,1.21,1
V2118,95.14,,11.34,58.6,2996.0,76.3,75015.0,1.29,1
V2119,93.41,1.703,13.48,84.3,2026.0,100.0,80080.0,6.66,0
V2120,105.26,4.565,10.93,55.6,2328.0,86.7,43676.0,8.7,1
V2121,108.14,6.788,10.91,58.6,2569.0,51.9,56157.0,4.55,1
V2122,102.17,5.766,11.39,14.7,2587.0,59.8,73639.0,2.26,1
V2123,75.86,0.591,13.77,70.2,2617.0,54.6,4357.0,5.79,0
V2124,98.07,2.133,13.5,34.6,2418.0,99.2,53079.0,11.08,0
V2125,75.83,1.413,12.77,11.8,1823.0,59.0,76032.0,0.73,0
V2126,101.7,5.95,11.0,16.0,2522.0,,1878.0,7.91,1
V2127,78.97,2.125,12.66,96.2,2945.0,82.3,15861.0,7.56,0
V2128,84.49,1.586,12.22,41.1,2442.0,53.0,17621.0,1.83,0
V2129,,4.875,11.49,88.1,2295.0,68.7,86767.0,1.38,1
V2130,87.57,0.824,13.58,96.4,1363.0,71.0,68208.0,3.33,0
V2131,88.38,0.458,12.77,94.9,1668.0,51.3,48075.0,1.27,0
V2132,112.32,3.36,10.88,89.4,1841.0,100.0,73500.0,0.63,1
V2133,88.63,4.401,12.58,90.5,1651.0,77.6,27184.0,12.24,0
V2134,100.78,6.091,12.23,36.0,2118.0,98.9,93532.0,2.7,1
V2135,92.71,2.054,12.56,23.6,1736.0,100.0,12008.0,2.56,0
V2136,94.52,1.489,12.91,67.5,2633.0,77.4,54871.0,0.54,0
V2137,75.18,1.187,,53.9,2001.0,80.6,12453.0,2.81,0
V2138,104.52,2.972,11.05,18.9,1642.0,63.2,1831.0,5.43,1
V2139,90.61,1.875,12.5,71.0,1739.0,95.0,15043.0,1.14,0
V2140,82.62,4.327,13.09,60.7,2234.0,74.3,30558.0,1.84,0
V2141,96.01,1.102,13.39,87.7,2059.0,68.6,83443.0,0.79,0
V2142,83.8,4.332,12.44,64.8,2221.0,63.5,31996.0,1.75,0
V2143,86.0,0.484,13.08,61.7,2077.0,76.1,8884.0,7.9,0
V2144,83.62,2.387,13.73,49.7,3059.0,84.3,221803.0,1.08,0
V2145,85.12,2.763,12.85,51.7,2628.0,78.1,14166.0,0.12,0
V2146,76.23,1.297,11.79,95.9,1770.0,81.9,189880.0,3.07,0
V2147,81.4,3.735,10.62,22.5,1227.0,71.8,123935.0,3.47,1
V2148,97.76,3.618,13.19,50.2,2020.0,82.6,35183.0,1.6,0
V2149,78.22,2.066,13.06,69.0,1631.0,82.1,4341.0,4.1,0
V2150,87.78,11.847,11.76,49.0,1336.0,93.2,53496.0,0.15,1
V2151,67.77,4.372,13.29,35.5,2519.0,87.1,84104.0,1.67,0
V2152,79.89,4.396,12.11,35.9,2195.0,77.3,26520.0,0.62,0
V2153,74.42,0.111,12.52,31.0,2761.0,81.2,12293.0,1.04,0
V2154,111.7,5.3,11.41,41.0,2163.0,57.7,73065.0,1.93,1
V2155,93.08,0.689,13.44,88.5,2091.0,94.2,35443.0,2.72,0
V2156,79.49,0.233,12.85,55.5,1563.0,71.3,9908.0,0.39,0
V2157,118.47,3.97,11.68,31.6,1887.0,73.1,134395.0,0.43,1
V2158,92.85,3.555,13.2,44.6,1303.0,67.8,133128.0,4.48,0
V2159,82.4,0.848,13.03,19.5,2719.0,61.7,20581.0,2.07,0
V2160,65.0,0.252,12.37,91.4,1542.0,62.7,2976.0,0.78,0
V2161,113.96,3.208,10.71,46.7,2310.0,58.8,44837.0,1.07,1
V2162,88.44,4.764,11.89,98.2,2077.0,71.4,17172.0,5.09,1
V2163,71.84,1.661,12.63,41.3,2394.0,87.5,3090.0,0.21,0
V2164,93.18,2.016,13.11,85.3,2217.0,74.7,100072.0,2.84,0
V2165,104.52,2.721,13.09,33.1,1539.0,85.0,282354.0,1.79,0
V2166,96.07,1.978,12.31,16.9,2034.0,82.2,19413.0,6.67,0
V2167,100.85,6.864,10.8,12.9,2833.0,68.3,61447.0,6.24,1
V2168,97.87,4.68,10.88,64.6,1788.0,93.6,3062.0,4.67,1
V2169,91.83,1.606,12.1,38.0,2779.0,90.0,20771.0,1.94,0
V2170,91.07,3.05,12.03,49.9,2531.0,87.3,5181.0,3.99,0
V2171,99.8,4.034,11.31,83.7,2270.0,81.2,2562.0,4.08,1
V2172,85.83,,13.96,32.3,1830.0,69.9,39989.0,1.62,0
V2173,84.5,0.897,13.02,37.8,2336.0,69.9,72884.0,8.48,0
V2174,97.85,8.259,13.15,86.1,1945.0,74.6,27146.0,16.76,1
V2175,82.75,1.174,13.87,54.3,2752.0,95.7,33422.0,1.51,0
V2176,71.46,1.065,13.31,84.5,1556.0,91.8,14207.0,6.46,0
V2177,98.86,8.63,11.41,43.7,2354.0,,59997.0,2.78,1
V2178,77.09,1.961,13.88,45.9,2214.0,78.9,20158.0,2.49,0
V2179,89.68,4.591,12.87,25.0,2364.0,37.7,3145.0,1.95,1
V2180,,1.253,11.87,92.5,2559.0,68.4,8142.0,1.38,0
V2181,103.32,4.798,10.64,90.7,1756.0,64.8,6188.0,10.08,1
V2182,92.35,0.449,12.58,98.6,1755.0,83.3,25762.0,5.4,0
V2183,87.12,4.547,12.53,46.2,2308.0,58.7,3035.0,2.32,1
V2184,91.16,5.208,11.14,83.7,2682.0,52.1,73908.0,5.57,1
V2185,92.53,1.788,14.05,47.3,2075.0,67.5,107371.0,5.07,0
V2186,84.04,4.861,11.42,50.9,2919.0,74.9,12849.0,1.24,1
V2187,83.2,,12.98,84.7,2050.0,48.9,29906.0,0.77,0
V2188,100.77,13.38,11.23,26.0,1844.0,92.1,32941.0,7.24,1
V2189,77.25,1.045,,29.8,2427.0,72.0,188990.0,6.67,0
V2190,85.84,1.829,13.16,38.3,1927.0,75.4,3054.0,20.0,0
V2191,74.33,2.435,12.96,80.9,1933.0,91.5,49602.0,0.1,0
V2192,80.19,1.015,12.72,43.5,2330.0,64.0,19093.0,3.11,0
V2193,94.27,3.919,11.77,42.2,2666.0,97.2,31354.0,4.83,1
V2194,72.26,4.288,14.09,99.9,2351.0,75.1,11010.0,3.49,0
V2195,88.52,3.417,14.2,44.5,2254.0,86.9,7859.0,4.96,0
V2196,84.84,1.634,12.72,32.3,3162.0,81.7,12561.0,0.59,0
V2197,89.42,1.997,13.51,66.1,2548.0,85.3,3327.0,0.1,0
V2198,86.79,2.225,12.5,82.2,2031.0,76.1,14663.0,0.39,0
V2199,95.91,2.994,12.8,16.3,2751.0,68.0,52754.0,1.91,0
V2200,91.09,4.352,10.84,65.7,2080.0,100.0,47433.0,1.6,1
V2201,81.56,3.089,13.61,13.2,2502.0,74.7,36385.0,8.29,0
V2202,145.98000000000002,1.43,,57.4,2470.0,58.5,500.0,0.35,0
V2203,102.37,3.412,11.55,33.1,2201.0,97.0,6049.0,2.34,1
V2204,85.39,,13.53,37.6,1838.0,70.3,83281.0,12.66,0
V2205,102.25,9.185,10.55,52.0,2186.0,49.2,14269.0,2.8,1
V2206,79.38,2.126,12.81,93.4,1963.0,62.6,109471.0,0.57,0
V2207,79.7,1.274,13.27,74.0,2332.0,45.6,93412.0,1.38,0
V2208,73.78,0.998,12.79,94.3,2411.0,63.3,7575.0,3.94,0
V2209,104.99,4.479,11.31,69.4,1215.0,100.0,102792.0,0.1,1
V2210,75.05,0.426,12.52,10.6,2369.0,81.9,44479.0,13.78,0
V2211,89.35,6.88,11.63,33.9,3663.0,74.9,44776.0,3.35,1
V2212,79.25,3.168,13.56,91.5,2042.0,66.3,86182.0,4.87,0
V2213,99.23,4.728,12.64,67.9,2694.0,72.9,23368.0,2.76,1
V2214,82.64,2.395,13.4,98.3,2571.0,91.7,59806.0,12.67,0
V2215,94.98,1.677,12.34,24.0,1379.0,47.6,49586.0,3.56,0
V2216,79.61,0.564,12.71,36.7,2449.0,100.0,66433.0,4.34,0
V2217,87.23,2.968,12.58,42.6,1780.0,61.8,48571.0,7.89,0
V2218,78.32,2.78,12.85,39.4,2101.0,71.3,3755.0,7.91,0
V2219,102.16,1.402,,32.7,1470.0,72.6,15584.0,0.11,0
V2220,90.94,9.833,10.25,49.9,2421.0,72.2,126544.0,1.33,1
V2221,87.48,2.01,12.65,67.8,2029.0,64.9,11379.0,1.13,0
V2222,90.07,0.286,12.76,38.0,2873.0,88.1,28762.0,0.1,0
V2223,100.73,5.286,11.16,17.2,1520.0,92.1,19867.0,8.38,1
V2224,95.91,4.075,11.34,73.8,2654.0,89.3,4061.0,1.53,1
V2225,83.96,3.777,12.79,51.3,2411.0,76.3,8996.0,1.7,0
V2226,101.95,2.398,11.38,60.1,1771.0,66.2,15201.0,0.42,1
V2227,83.82,2.348,12.83,51.0,1427.0,72.2,28006.0,18.31,0
V2228,105.82,5.862,11.48,90.1,2055.0,73.7,93404.0,7.0,1
V2229,102.68,1.743,13.07,60.3,2318.0,60.3,32620.0,3.39,0
V2230,93.52,7.638,,93.1,1667.0,77.7,47488.0,5.91,1
V2231,74.04,2.031,12.14,56.0,1725.0,100.0,24977.0,6.0,0
V2232,84.29,1.442,13.23,36.3,2695.0,72.5,91832.0,4.28,0
V2233,115.83,5.26,11.22,42.0,1809.0,82.5,48895.0,0.76,1
V2234,101.53,2.814,12.1,57.0,2490.0,65.1,4275.0,5.1,1
V2235,98.11,2.183,13.8,57.7,2809.0,88.3,29211.0,3.37,0
V2236,118.22,7.161,12.27,71.9,1798.0,65.1,79012.0,5.15,1
V2237,80.57,1.54,13.94,30.2,1575.0,68.8,59533.0,3.14,0
V2238,102.03,5.779,10.06,69.3,2636.0,82.8,106072.0,12.53,1
V2239,98.03,1.721,14.04,80.1,2051.0,,11625.0,3.94,0
V2240,81.97,1.869,12.64,70.9,1981.0,81.5,170090.0,3.41,0
V2241,95.45,5.756,11.11,53.4,2914.0,90.8,15101.0,7.4,1
V2242,80.35,0.76,13.71,99.3,2066.0,77.4,2317.0,1.91,0
V2243,76.88,0.474,,46.4,2339.0,88.0,30804.0,1.52,0
V2244,79.81,4.127,12.85,19.6,1394.0,55.6,5261.0,2.8,0
V2245,75.21,1.284,13.61,83.9,2162.0,81.7,51459.0,3.51,0
V2246,85.27,1.456,12.63,29.1,1759.0,68.2,103867.0,1.0,0
V2247,97.79,10.954,11.66,74.2,1947.0,80.8,114420.0,4.59,1
V2248,86.87,3.471,13.41,26.1,1917.0,98.7,42032.0,6.49,0
V2249,87.57,4.264,11.49,11.5,2851.0,30.2,34483.0,3.44,1
V2250,107.73,6.221,11.59,24.4,1868.0,65.7,230156.0,2.96,1
V2251,91.67,3.528,13.78,43.9,1933.0,40.6,38976.0,1.4,0
V2252,82.17,2.5,12.15,19.6,2967.0,56.5,118062.0,9.61,1
V2253,87.99,2.244,13.56,27.8,2022.0,67.9,111782.0,5.62,0
V2254,94.82,0.796,12.47,78.8,1890.0,87.9,15381.0,2.62,0
V2255,86.05,5.781,12.62,79.3,2750.0,87.1,623.0,4.3,1
V2256,106.59,12.565,11.68,83.6,2208.0,86.7,26025.0,1.64,1
V2257,94.17,5.762,12.68,85.7,2244.0,83.4,88918.0,0.25,1
V2258,79.36,4.051,12.31,47.8,2349.0,54.9,81392.0,0.91,0
V2259,84.55,1.724,13.64,88.1,2870.0,87.0,41648.0,0.33,0
V2260,89.47,4.064,12.47,57.3,1683.0,64.8,7667.0,2.84,0
V2261,85.61,1.077,14.4,52.4,2772.0,81.7,5122.0,3.89,0
V2262,97.75,3.452,10.66,74.7,1453.0,61.2,139232.0,1.92,1
V2263,77.63,3.585,12.3,29.2,1792.0,72.3,24621.0,3.02,0
V2264,86.35,3.509,12.83,81.1,1752.0,74.0,47006.0,0.36,0
V2265,73.69,0.506,13.63,48.7,2129.0,80.2,106336.0,5.88,0
V2266,93.6,8.461,11.98,21.5,1825.0,62.4,91773.0,0.13,1
V2267,77.77,0.902,14.01,20.7,2835.0,84.9,37656.0,4.03,0
V2268,79.12,9.769,12.82,24.8,2460.0,55.3,30116.0,2.27,0
V2269,94.89,3.659,12.71,90.2,2193.0,100.0,59805.0,0.81,0
V2270,93.73,3.444,12.56,99.2,1761.0,63.7,19361.0,2.96,0
V2271,89.87,0.975,12.68,42.1,2901.0,45.6,44184.0,6.07,0
V2272,76.26,1.329,12.16,36.3,2249.0,73.9,1054.0,2.13,0
V2273,82.47,6.311,12.61,29.7,2075.0,68.8,78257.0,1.83,0
V2274,102.88,6.589,11.41,84.1,2132.0,61.2,280389.0,0.61,1
V2275,86.13,1.762,13.43,28.8,2089.0,95.2,139257.0,3.61,0
V2276,103.55,1.646,13.89,93.2,2623.0,86.3,20076.0,7.04,0
V2277,88.15,1.685,13.13,70.1,2765.0,81.9,34082.0,3.3,0
V2278,86.54,4.346,12.6,90.7,1737.0,60.7,12126.0,0.72,0
V2279,82.53,4.061,13.45,59.9,1874.0,67.1,16243.0,4.33,0
V2280,86.07,2.664,12.98,72.2,1899.0,65.8,27508.0,0.12,0
V2281,83.78,2.239,13.61,65.8,2360.0,47.6,61861.0,7.28,0
V2282,90.66,1.746,12.43,84.8,2699.0,79.1,812.0,10.18,0
V2283,102.69,10.083,10.17,85.2,1513.0,80.2,22523.0,3.64,1
V2284,78.71,0.566,13.44,63.1,1677.0,76.8,36587.0,8.54,0
V2285,83.81,5.263,,66.9,2028.0,78.4,10904.0,0.35,1
V2286,70.31,2.531,13.56,93.0,2467.0,58.0,3678.0,1.04,0
V2287,89.06,0.456,12.48,93.7,1730.0,61.6,34902.0,1.53,0
V2288,76.17,1.256,13.26,69.8,2007.0,70.3,45701.0,5.93,0
V2289,79.78,10.413,11.88,10.7,1839.0,95.8,46100.0,2.65,1
V2290,88.11,3.876,12.08,19.4,2579.0,92.4,19843.0,1.71,0
V2291,104.94,1.247,13.0,87.2,2145.0,82.8,12194.0,0.69,0
V2292,84.95,1.215,11.79,17.6,1836.0,100.0,11203.0,6.66,0
V2293,91.71,0.57,13.88,29.2,1612.0,82.6,1862.0,0.1,0
V2294,85.65,1.398,12.21,30.7,2002.0,84.5,9188.0,1.65,0
V2295,97.51,5.232,11.78,64.0,2068.0,97.2,76819.0,1.11,1
V2296,92.35,2.654,13.0,61.9,2624.0,85.4,500.0,0.55,0
V2297,82.68,1.46,12.42,36.0,2709.0,99.7,2020.0,0.76,0
V2298,87.14,0.89,14.11,28.7,1608.0,75.4,6113.0,2.72,0
V2299,105.45,5.375,10.86,78.8,2692.0,65.4,24531.0,2.22,1
V2300,79.66,1.698,12.84,94.2,2556.0,73.6,18273.0,2.92,0
V2301,109.7,6.712,11.49,14.8,1934.0,78.6,8812.0,5.2,1
V2302,83.6,2.379,12.58,22.0,2579.0,61.4,5292.0,8.91,0
V2303,78.95,2.147,12.93,67.8,1804.0,64.3,125758.0,0.5,0
V2304,104.96,8.653,12.3,82.4,2403.0,68.7,108987.0,0.35,1
V2305,77.81,5.737,13.1,81.2,3413.0,58.5,66508.0,1.54,0
V2306,85.23,2.63,12.54,74.8,2315.0,66.2,13067.0,3.16,0
V2307,84.93,2.678,13.0,89.9,2029.0,86.0,17600.0,0.42,0
V2308,105.89,4.86,10.63,29.6,1543.0,86.9,49327.0,5.03,1
V2309,96.27,4.258,12.11,19.7,2241.0,54.0,15520.0,3.25,1
V2310,84.8,3.733,12.7,65.4,2699.0,79.6,34036.0,5.52,0
V2311,91.54,3.241,12.73,84.0,1845.0,74.0,47407.0,1.77,0
V2312,109.62,4.47,11.3,62.4,2470.0,90.8,32953.0,2.05,1
V2313,89.46,2.385,12.7,96.7,2068.0,71.0,23995.0,6.59,0
V2314,85.08,4.402,14.01,81.6,2001.0,56.4,19240.0,1.24,0
V2315,84.4,6.534,11.57,73.1,2445.0,67.7,67678.0,1.92,1
V2316,76.48,0.118,,15.4,1253.0,57.0,60445.0,0.1,0
V2317,82.56,1.177,13.07,19.7,2104.0,41.2,53617.0,3.24,0
V2318,80.12,1.937,11.43,80.6,2694.0,74.2,21127.0,7.63,0
V2319,83.5,0.768,13.04,27.8,2108.0,82.8,67272.0,0.11,0
V2320,85.45,2.432,13.12,12.6,2204.0,77.8,142337.0,3.81,0
V2321,89.24,1.231,13.54,92.0,2134.0,55.7,52555.0,7.47,0
V2322,84.44,2.493,12.98,90.2,3156.0,54.7,23584.0,2.72,0
V2323,88.89,1.263,12.54,29.7,2392.0,78.3,71640.0,1.5,0
V2324,85.52,1.309,12.94,80.2,1562.0,100.0,42292.0,20.0,0
V2325,69.2,2.479,12.79,14.3,1767.0,94.4,94549.0,0.27,0
V2326,77.49,3.847,13.31,35.7,2247.0,70.6,56201.0,0.95,0
V2327,97.1,5.624,11.67,66.1,2829.0,78.2,66120.0,8.66,1
V2328,75.32,1.95,12.41,78.7,2531.0,,49542.0,1.41,0
V2329,89.8,0.316,,10.9,2696.0,72.8,4344.0,6.86,0
V2330,97.25,,12.56,39.4,1635.0,54.8,29872.0,1.62,0
V2331,94.75,1.167,12.81,29.3,2515.0,32.7,2617.0,6.68,0
V2332,91.37,5.349,11.14,99.9,1831.0,77.7,26703.0,4.63,1
V2333,96.93,2.254,,70.4,2140.0,72.0,56713.0,2.53,0
V2334,86.19,2.317,12.18,46.5,2625.0,49.4,24610.0,2.96,0
V2335,82.3,1.003,13.02,16.8,1916.0,53.6,500.0,0.78,0
V2336,80.09,5.046,13.65,63.9,1480.0,71.1,20741.0,0.49,0
V2337,91.84,5.918,11.43,67.8,2016.0,66.8,3157.0,5.05,1
V2338,81.89,0.95,12.6,83.5,2261.0,96.5,68258.0,7.55,0
V2339,86.36,1.012,12.78,36.0,2541.0,96.3,68910.0,5.12,0
V2340,86.28,2.56,13.18,98.3,1755.0,62.3,73883.0,9.76,0
V2341,85.02,0.918,13.34,49.6,1923.0,97.6,1386.0,8.83,0
V2342,88.5,1.18,13.9,36.6,2308.0,99.3,1476.0,6.02,0
V2343,105.46,2.745,10.17,41.4,2473.0,79.4,105196.0,9.14,1
V2344,92.6,3.362,13.16,56.8,2301.0,61.0,5941.0,0.73,0
V2345,82.35,2.933,11.72,94.3,2127.0,76.8,49902.0,5.26,1
V2346,75.3,7.013,11.91,76.2,1830.0,43.1,71413.0,5.6,1
V2347,97.04,5.103,12.19,61.9,2644.0,66.2,26728.0,0.67,1
V2348,74.06,0.73,12.86,24.7,2807.0,79.0,35581.0,9.61,0
V2349,83.2,3.089,12.4,23.4,1908.0,80.8,11609.0,0.1,0
V2350,85.33,8.216,11.13,55.2,1963.0,68.3,115730.0,2.28,1
V2351,70.58,1.885,13.39,75.6,2542.0,76.1,16166.0,0.1,0
V2352,102.32,8.202,11.16,77.6,2284.0,59.7,11055.0,2.96,1
V2353,,5.153,12.19,30.3,2491.0,96.1,33538.0,2.13,1
V2354,95.28,5.511,10.96,19.0,2336.0,96.7,9511.0,3.9,1
V2355,64.27,7.766,13.28,44.6,2390.0,,52226.0,5.82,0
V2356,80.63,0.554,12.05,92.6,1996.0,71.0,32573.0,5.85,0
V2357,88.13,1.542,14.35,59.1,1201.0,,7197.0,5.12,0
V2358,73.17,1.95,12.86,38.8,2297.0,87.7,3133.0,0.43,0
V2359,97.23,9.461,11.13,39.1,2545.0,77.8,6628.0,2.16,1
V2360,84.88,3.417,12.84,21.9,2343.0,60.0,6611.0,6.77,0
V2361,108.78,4.364,10.1,52.6,1827.0,90.9,16884.0,4.25,1
V2362,99.31,2.739,10.35,81.2,1911.0,68.3,80612.0,4.57,1
V2363,77.22,1.83,13.02,97.2,3429.0,62.0,2655.0,1.03,0
V2364,94.57,1.257,13.07,55.1,2376.0,89.2,6168.0,1.57,0
V2365,97.31,5.176,11.22,25.0,1026.0,63.2,16237.0,12.48,1
V2366,97.29,8.098,12.28,71.5,1913.0,76.9,36267.0,7.51,1
V2367,77.53,8.934,12.95,78.1,2091.0,94.2,64764.0,0.72,0
V2368,81.45,1.379,12.28,16.5,1581.0,92.7,114333.0,3.15,0
V2369,77.92,0.538,12.71,86.5,2135.0,80.1,23903.0,2.7,0
V2370,83.62,1.563,13.1,84.6,1954.0,57.4,5034.0,2.35,0
V2371,98.69,4.103,12.68,52.5,2298.0,67.5,10808.0,2.54,0
V2372,74.02,0.962,13.18,60.4,2058.0,100.0,15238.0,4.12,0
V2373,72.09,2.005,12.92,74.2,1850.0,89.2,69401.0,13.66,0
V2374,96.77,3.049,12.91,70.9,2031.0,71.5,52219.0,8.33,0
V2375,83.33,1.402,13.12,11.5,2624.0,56.1,10551.0,8.32,0
V2376,79.65,2.381,13.29,21.0,2232.0,46.5,82115.0,4.86,0
V2377,93.32,0.88,13.42,24.6,2092.0,93.2,88205.0,0.1,0
V2378,80.16,4.734,14.19,78.0,2376.0,93.5,96336.0,2.32,0
V2379,99.61,1.659,13.52,49.6,2199.0,74.4,14472.0,2.86,0
V2380,90.42,2.33,12.11,59.1,1647.0,68.8,6460.0,7.39,0
V2381,94.35,1.908,11.15,79.5,2543.0,92.0,4940.0,10.25,1
V2382,102.26,0.77,12.84,40.7,1888.0,52.8,22994.0,2.4,0
V2383,80.15,4.009,12.54,77.4,2029.0,100.0,25242.0,1.43,0
V2384,90.94,1.386,13.23,49.8,1443.0,86.1,91195.0,1.65,0
V2385,87.39,0.921,13.3,43.9,2611.0,56.2,14024.0,3.46,0
V2386,106.01,3.457,11.03,40.0,2262.0,86.8,44365.0,1.29,1
V2387,97.49,4.673,13.71,96.8,2342.0,64.7,69848.0,9.66,0
V2388,85.26,3.314,13.87,79.5,2607.0,55.0,14110.0,2.17,0
V2389,88.94,5.602,10.46,11.8,2611.0,86.7,13986.0,18.45,1
V2390,88.68,5.951,12.14,96.2,1848.0,58.4,49775.0,0.46,0
V2391,90.64,4.425,12.22,79.8,2206.0,55.0,58281.0,0.83,1
V2392,101.11,0.545,13.52,23.4,2157.0,82.3,144583.0,2.87,0
V2393,86.09,2.096,13.3,16.9,2110.0,73.4,85353.0,8.11,0
V2394,82.08,6.714,13.01,37.7,1798.0,90.2,77682.0,1.75,0
V2395,86.48,2.129,12.94,66.2,2913.0,70.5,53040.0,7.27,0
V2396,74.22,4.439,13.32,65.5,2707.0,69.1,5675.0,2.22,0
V2397,93.54,2.928,11.1,34.8,2422.0,44.4,74554.0,7.67,1
V2398,109.15,4.023,12.35,50.1,2878.0,82.5,123225.0,1.3,1
V2399,88.53,6.941,10.34,29.1,2437.0,,22296.0,2.55,1
V2400,76.62,2.294,13.01,14.6,2048.0,92.8,16937.0,1.31,0
V2401,93.26,4.11,11.49,56.5,1989.0,86.4,33262.0,0.97,1
V2402,102.97,7.218,11.75,41.2,2393.0,80.0,141029.0,2.19,1
V2403,90.75,3.81,13.4,58.9,1511.0,64.0,2348.0,1.63,0
V2404,107.96,68.73,11.87,95.2,2633.0,68.8,55531.0,6.19,1
V2405,78.95,0.121,12.75,22.9,1386.0,,75852.0,5.51,0
V2406,73.63,2.028,12.39,10.2,2751.0,74.2,69962.0,1.78,0
V2407,103.32,5.828,11.24,16.9,2448.0,96.3,37642.0,19.45,1
V2408,82.42,0.342,12.35,51.6,3175.0,94.7,113976.0,14.57,0
V2409,82.99,2.706,11.89,73.6,2290.0,71.2,6501.0,10.0,0
V2410,95.63,4.534,13.66,62.3,2528.0,76.4,12656.0,3.53,0
V2411,89.45,2.025,11.87,54.5,2548.0,63.1,16500.0,2.13,0
V2412,88.65,0.828,14.12,41.9,1757.0,73.5,500.0,1.5,0
V2413,102.32,0.146,12.68,37.9,1666.0,89.2,20839.0,0.1,0
V2414,79.85,2.745,12.83,43.9,1733.0,66.8,7881.0,4.0,0
V2415,92.42,0.394,12.09,65.0,2184.0,69.5,58033.0,3.22,0
V2416,99.87,4.73,11.83,25.1,2196.0,57.5,24123.0,3.98,1
V2417,98.51,8.931,10.89,79.4,2217.0,66.5,54853.0,3.43,1
V2418,97.23,1.1,13.04,61.8,2447.0,84.2,15644.0,0.59,0
V2419,89.06,1.693,12.53,34.2,1829.0,71.4,6366.0,4.75,0
